Jurisdiction,Year,Case Count
Mississippi,1838,86
Mississippi,1842,84
Mississippi,1839,81
Mississippi,2019,80
Mississippi,1841,72
Mississippi,1868,72
Mississippi,1878,65
Mississippi,1869,51
Mississippi,1851,46
Mississippi,1831,44
Mississippi,1867,42
Mississippi,1837,37
Mississippi,1834,35
Mississippi,1836,23
Mississippi,1832,22
Mississippi,1829,21
Mississippi,1827,21
Mississippi,1861,19
Mississippi,1818,19
Mississippi,1824,19
Mississippi,1830,17
Mississippi,1835,16
Mississippi,1826,13
Mississippi,1822,7
Mississippi,1825,7
Mississippi,1821,6
Mississippi,1823,5
Mississippi,1828,5
Mississippi,1820,2
Mississippi,1864,2
Mississippi,1863,2
Michigan,2018,2314
Michigan,2019,1647
Michigan,2009,1319
Michigan,1971,1272
Michigan,1970,1171
Michigan,1982,1114
Michigan,1975,1058
Michigan,1981,988
Michigan,1972,988
Michigan,1983,972
Michigan,1976,931
Michigan,1984,921
Michigan,1985,905
Michigan,1986,889
Michigan,1988,886
Michigan,1980,879
Michigan,1977,861
Michigan,1968,854
Michigan,1969,850
Michigan,1824,826
Michigan,1978,807
Michigan,1974,799
Michigan,1987,797
Michigan,1979,796
Michigan,1991,786
Michigan,1895,783
Michigan,1989,779
Michigan,1973,772
Michigan,1894,747
Michigan,1892,746
Michigan,1896,731
Michigan,1897,722
Michigan,1836,710
Michigan,1891,685
Michigan,1893,677
Michigan,1932,672
Michigan,1889,644
Michigan,1933,606
Michigan,1890,602
Michigan,1995,577
Michigan,1886,568
Michigan,1993,566
Michigan,1994,564
Michigan,1928,563
Michigan,1906,559
Michigan,1910,555
Michigan,1931,550
Michigan,1898,548
Michigan,1992,546
Michigan,1908,545
Michigan,1915,544
Michigan,1990,534
Michigan,2016,534
Michigan,1909,533
Michigan,1901,531
Michigan,1888,529
Michigan,1879,526
Michigan,1930,526
Michigan,1922,523
Michigan,1917,519
Michigan,1912,518
Michigan,1936,512
Michigan,1899,512
Michigan,1929,506
Michigan,1905,502
Michigan,1996,502
Michigan,1927,500
Michigan,1904,495
Michigan,1882,492
Michigan,1907,491
Michigan,1923,490
Michigan,1997,485
Michigan,1934,484
Michigan,1880,482
Michigan,1937,481
Michigan,1914,476
Michigan,1966,469
Michigan,1883,468
Michigan,1926,468
Michigan,1924,466
Michigan,1916,465
Michigan,1925,458
Michigan,1885,456
Michigan,1998,455
Michigan,1884,455
Michigan,1887,454
Michigan,1903,449
Michigan,1900,446
Michigan,1967,444
Michigan,1918,441
Michigan,1878,441
Michigan,1939,436
Michigan,1911,432
Michigan,1902,432
Michigan,2015,431
Michigan,1935,430
Michigan,1913,427
Michigan,1921,425
Michigan,1881,424
Michigan,1940,406
Michigan,1999,392
Michigan,1938,386
Michigan,1919,373
Michigan,2002,370
Michigan,1920,367
Michigan,2000,365
Michigan,1877,356
Michigan,1941,339
Michigan,1942,336
Michigan,2003,332
Michigan,1943,332
Michigan,1965,329
Michigan,2001,328
Michigan,1870,323
Michigan,1948,317
Michigan,1871,309
Michigan,1952,308
Michigan,2004,304
Michigan,2005,296
Michigan,1962,295
Michigan,1876,294
Michigan,1961,286
Michigan,1953,284
Michigan,2006,278
Michigan,1958,277
Michigan,1875,274
Michigan,1950,269
Michigan,1960,268
Michigan,2007,263
Michigan,1947,262
Michigan,1945,261
Michigan,1963,261
Michigan,1949,260
Michigan,1946,255
Michigan,2008,255
Michigan,1954,250
Michigan,1959,246
Michigan,1874,245
Michigan,2010,243
Michigan,2014,241
Michigan,1957,238
Michigan,1951,235
Michigan,1955,232
Michigan,2012,232
Michigan,1956,226
Michigan,1944,225
Michigan,1873,225
Michigan,1872,208
Michigan,2011,205
Michigan,2013,204
Michigan,1869,203
Michigan,1964,164
Michigan,1811,157
Michigan,1808,133
Michigan,1862,114
Michigan,1868,100
Michigan,1867,97
Michigan,1859,92
Michigan,1863,92
Michigan,1866,88
Michigan,1844,88
Michigan,1807,86
Michigan,1858,84
Michigan,1809,84
Michigan,2017,81
Michigan,1860,76
Michigan,1806,72
Michigan,1865,68
Michigan,1810,68
Michigan,1864,62
Michigan,1843,55
Michigan,1861,53
Michigan,1841,42
Michigan,1845,41
Michigan,1856,39
Michigan,1842,38
Michigan,1854,37
Michigan,1857,36
Michigan,1851,34
Michigan,1855,31
Michigan,1852,30
Michigan,1850,30
Michigan,1849,29
Michigan,1848,29
Michigan,1812,29
Michigan,1853,28
Michigan,1822,27
Michigan,1821,27
Michigan,1814,26
Michigan,1828,24
Michigan,1805,24
Michigan,1846,24
Michigan,1839,23
Michigan,1825,23
Michigan,1829,22
Michigan,1826,19
Michigan,1847,18
Michigan,1840,17
Michigan,1831,16
Michigan,1823,16
Michigan,1827,13
Michigan,1830,13
Michigan,1818,13
Michigan,1819,10
Michigan,1817,9
Michigan,1820,9
Michigan,1832,9
Michigan,1838,6
Michigan,1835,6
Michigan,1815,6
Michigan,1833,5
Michigan,1834,3
Michigan,1816,3
Michigan,1813,1
Minnesota,1985,1549
Minnesota,1986,1511
Minnesota,1987,1423
Minnesota,1984,1373
Minnesota,1988,784
Minnesota,1989,682
Minnesota,1990,601
Minnesota,1992,591
Minnesota,1993,552
Minnesota,1977,547
Minnesota,1927,542
Minnesota,1926,534
Minnesota,1925,533
Minnesota,1991,528
Minnesota,1995,524
Minnesota,1994,509
Minnesota,1996,494
Minnesota,1895,487
Minnesota,1976,486
Minnesota,1890,481
Minnesota,1914,481
Minnesota,1898,481
Minnesota,1915,480
Minnesota,1892,475
Minnesota,1917,473
Minnesota,1896,471
Minnesota,1982,470
Minnesota,1891,462
Minnesota,1997,462
Minnesota,1916,462
Minnesota,1893,460
Minnesota,1911,456
Minnesota,2000,454
Minnesota,1923,452
Minnesota,1924,451
Minnesota,2003,451
Minnesota,1897,450
Minnesota,1929,448
Minnesota,1979,446
Minnesota,1998,445
Minnesota,1894,445
Minnesota,2001,444
Minnesota,1913,443
Minnesota,1930,441
Minnesota,1922,423
Minnesota,2002,423
Minnesota,1999,421
Minnesota,1908,420
Minnesota,1921,419
Minnesota,1889,413
Minnesota,1910,412
Minnesota,1900,408
Minnesota,1980,408
Minnesota,1899,405
Minnesota,1975,404
Minnesota,1931,403
Minnesota,1928,399
Minnesota,1920,395
Minnesota,1981,387
Minnesota,1912,383
Minnesota,2004,382
Minnesota,1935,380
Minnesota,1974,380
Minnesota,1909,377
Minnesota,1901,372
Minnesota,1919,372
Minnesota,1978,370
Minnesota,2009,368
Minnesota,1972,368
Minnesota,1904,368
Minnesota,2005,364
Minnesota,1907,363
Minnesota,1903,362
Minnesota,2006,359
Minnesota,1933,357
Minnesota,1932,356
Minnesota,1983,355
Minnesota,1906,355
Minnesota,1905,354
Minnesota,1902,350
Minnesota,2007,345
Minnesota,1973,337
Minnesota,2010,336
Minnesota,1918,334
Minnesota,1934,330
Minnesota,1936,329
Minnesota,1888,325
Minnesota,1970,324
Minnesota,1971,320
Minnesota,1886,319
Minnesota,1969,313
Minnesota,1968,305
Minnesota,1938,303
Minnesota,1941,303
Minnesota,1887,301
Minnesota,2012,299
Minnesota,1937,298
Minnesota,2008,298
Minnesota,2011,294
Minnesota,2013,294
Minnesota,2017,289
Minnesota,2016,272
Minnesota,1967,269
Minnesota,1939,269
Minnesota,2018,262
Minnesota,2015,262
Minnesota,1885,261
Minnesota,1940,242
Minnesota,1966,238
Minnesota,1942,233
Minnesota,1884,232
Minnesota,2014,231
Minnesota,1883,223
Minnesota,1944,216
Minnesota,1943,214
Minnesota,1962,214
Minnesota,1964,206
Minnesota,1965,205
Minnesota,1963,197
Minnesota,1951,193
Minnesota,1952,188
Minnesota,1950,185
Minnesota,2019,184
Minnesota,1953,180
Minnesota,1881,179
Minnesota,1954,178
Minnesota,1961,176
Minnesota,1958,176
Minnesota,1959,173
Minnesota,1957,171
Minnesota,1875,171
Minnesota,1955,171
Minnesota,1960,169
Minnesota,1948,165
Minnesota,1956,160
Minnesota,1949,158
Minnesota,1880,157
Minnesota,1877,156
Minnesota,1882,153
Minnesota,1879,151
Minnesota,1947,147
Minnesota,1945,145
Minnesota,1946,145
Minnesota,1876,131
Minnesota,1871,117
Minnesota,1861,113
Minnesota,1870,98
Minnesota,1872,95
Minnesota,1878,94
Minnesota,1860,94
Minnesota,1868,88
Minnesota,1869,82
Minnesota,1865,81
Minnesota,1862,81
Minnesota,1874,77
Minnesota,1866,76
Minnesota,1863,69
Minnesota,1859,64
Minnesota,1864,54
Minnesota,1873,52
Minnesota,1858,48
Minnesota,1867,47
Minnesota,1856,16
Minnesota,1854,14
Minnesota,1852,11
Minnesota,1857,9
Minnesota,1851,9
Minnesota,1830,2
Montana,2016,516
Montana,1993,511
Montana,2004,462
Montana,1984,436
Montana,1990,434
Montana,1987,430
Montana,1996,430
Montana,1994,428
Montana,1997,426
Montana,2005,418
Montana,1992,413
Montana,1989,404
Montana,1995,385
Montana,2000,382
Montana,2006,378
Montana,2009,376
Montana,2007,376
Montana,1986,374
Montana,1982,371
Montana,2014,370
Montana,1988,362
Montana,2003,357
Montana,2008,351
Montana,2017,351
Montana,1999,350
Montana,1998,350
Montana,2013,349
Montana,2001,348
Montana,2002,341
Montana,1979,324
Montana,1985,324
Montana,2010,320
Montana,1983,313
Montana,1991,309
Montana,1977,308
Montana,1981,307
Montana,1980,303
Montana,1922,298
Montana,1923,290
Montana,1921,281
Montana,1976,275
Montana,1978,275
Montana,1973,260
Montana,1969,254
Montana,1975,234
Montana,1924,220
Montana,1925,214
Montana,2011,212
Montana,1968,209
Montana,2015,208
Montana,1903,208
Montana,2012,206
Montana,1920,203
Montana,1926,196
Montana,1904,189
Montana,1974,187
Montana,1970,185
Montana,2018,181
Montana,1930,181
Montana,1895,178
Montana,1927,178
Montana,1965,171
Montana,1929,169
Montana,1972,166
Montana,1971,162
Montana,1957,162
Montana,1909,161
Montana,1933,160
Montana,1910,155
Montana,1915,151
Montana,1928,148
Montana,1897,146
Montana,1963,144
Montana,1912,144
Montana,1905,143
Montana,1896,142
Montana,1931,141
Montana,1935,141
Montana,1934,141
Montana,1917,140
Montana,1936,140
Montana,1966,138
Montana,1940,136
Montana,1914,135
Montana,1967,132
Montana,1916,131
Montana,1907,131
Montana,1918,130
Montana,1932,130
Montana,1960,130
Montana,1901,130
Montana,1902,129
Montana,1911,129
Montana,1962,127
Montana,1913,127
Montana,1919,126
Montana,1906,124
Montana,1959,122
Montana,1941,120
Montana,1939,118
Montana,1899,117
Montana,1937,113
Montana,1964,113
Montana,1958,110
Montana,1938,107
Montana,1898,103
Montana,1908,102
Montana,1894,101
Montana,2019,101
Montana,1961,100
Montana,1953,97
Montana,1955,95
Montana,1891,91
Montana,1945,91
Montana,1900,89
Montana,1954,88
Montana,1949,86
Montana,1946,86
Montana,1952,86
Montana,1943,84
Montana,1956,81
Montana,1892,81
Montana,1951,81
Montana,1950,79
Montana,1893,79
Montana,1948,79
Montana,1942,78
Montana,1890,75
Montana,1947,75
Montana,1887,72
Montana,1944,72
Montana,1888,71
Montana,1889,61
Montana,1886,47
Montana,1876,45
Montana,1885,37
Montana,1872,32
Montana,1878,32
Montana,1871,29
Montana,1874,27
Montana,1882,25
Montana,1877,24
Montana,1870,20
Montana,1868,19
Montana,1883,18
Montana,1875,15
Montana,1879,15
Montana,1881,14
Montana,1880,14
Montana,1884,13
Montana,1873,5
Montana,1869,5
New Mexico,1982,345
New Mexico,1971,341
New Mexico,1980,332
New Mexico,1970,332
New Mexico,1969,326
New Mexico,1973,323
New Mexico,1972,315
New Mexico,1967,311
New Mexico,1968,308
New Mexico,1994,300
New Mexico,1974,300
New Mexico,1981,296
New Mexico,1987,277
New Mexico,1966,273
New Mexico,1979,269
New Mexico,1983,262
New Mexico,1964,257
New Mexico,1984,256
New Mexico,1991,255
New Mexico,1977,254
New Mexico,1990,252
New Mexico,1995,248
New Mexico,1993,247
New Mexico,1985,242
New Mexico,1986,239
New Mexico,1975,237
New Mexico,1998,234
New Mexico,2007,232
New Mexico,1963,232
New Mexico,1978,227
New Mexico,2008,221
New Mexico,1988,219
New Mexico,1976,218
New Mexico,1992,212
New Mexico,1997,206
New Mexico,2006,206
New Mexico,1989,195
New Mexico,2009,194
New Mexico,1999,188
New Mexico,1996,186
New Mexico,2005,186
New Mexico,1961,179
New Mexico,1962,178
New Mexico,2012,177
New Mexico,2015,172
New Mexico,2004,170
New Mexico,2002,169
New Mexico,2003,166
New Mexico,2001,162
New Mexico,2013,159
New Mexico,1965,159
New Mexico,2011,157
New Mexico,2010,153
New Mexico,2014,152
New Mexico,1958,149
New Mexico,1960,139
New Mexico,2000,137
New Mexico,1918,136
New Mexico,1954,129
New Mexico,1956,126
New Mexico,1930,121
New Mexico,1953,115
New Mexico,1955,112
New Mexico,1921,112
New Mexico,2016,109
New Mexico,1952,107
New Mexico,1957,106
New Mexico,1933,106
New Mexico,1929,105
New Mexico,1959,104
New Mexico,1927,104
New Mexico,1937,98
New Mexico,1935,98
New Mexico,1914,98
New Mexico,1915,97
New Mexico,1920,96
New Mexico,1917,95
New Mexico,1934,93
New Mexico,2018,92
New Mexico,1913,92
New Mexico,1916,91
New Mexico,1923,89
New Mexico,1924,89
New Mexico,1951,85
New Mexico,1932,84
New Mexico,1940,82
New Mexico,1938,77
New Mexico,1911,77
New Mexico,1947,76
New Mexico,1936,74
New Mexico,1919,74
New Mexico,1949,74
New Mexico,1948,73
New Mexico,1922,71
New Mexico,1942,71
New Mexico,1944,70
New Mexico,1910,69
New Mexico,1950,69
New Mexico,1931,68
New Mexico,1939,66
New Mexico,1928,64
New Mexico,1941,64
New Mexico,1925,63
New Mexico,1926,60
New Mexico,1943,54
New Mexico,1946,48
New Mexico,1912,47
New Mexico,1945,45
New Mexico,1900,43
New Mexico,1889,41
New Mexico,1891,38
New Mexico,1904,38
New Mexico,1893,36
New Mexico,1906,34
New Mexico,1896,34
New Mexico,1885,33
New Mexico,1907,32
New Mexico,1895,32
New Mexico,1897,31
New Mexico,1892,31
New Mexico,1908,30
New Mexico,1887,30
New Mexico,1902,30
New Mexico,1898,29
New Mexico,1905,27
New Mexico,1909,26
New Mexico,2019,24
New Mexico,1884,24
New Mexico,1901,24
New Mexico,1886,23
New Mexico,1888,20
New Mexico,1894,18
New Mexico,1899,16
New Mexico,1903,16
New Mexico,2017,16
New Mexico,1882,15
New Mexico,1881,14
New Mexico,1857,14
New Mexico,1883,11
New Mexico,1890,10
New Mexico,1859,10
New Mexico,1873,9
New Mexico,1880,7
New Mexico,1871,6
New Mexico,1866,6
New Mexico,1874,5
New Mexico,1867,4
New Mexico,1854,3
New Mexico,1869,3
New Mexico,1870,3
New Mexico,1862,3
New Mexico,1852,3
New Mexico,1879,3
New Mexico,1853,2
New Mexico,1872,2
New Mexico,1855,2
New Mexico,1876,1
New Mexico,1875,1
Missouri,1997,2168
Missouri,1996,2090
Missouri,1995,2057
Missouri,1993,2040
Missouri,1998,2037
Missouri,1994,1960
Missouri,1989,1873
Missouri,2005,1831
Missouri,1984,1820
Missouri,1988,1815
Missouri,1990,1811
Missouri,2003,1806
Missouri,2002,1797
Missouri,1987,1786
Missouri,1986,1775
Missouri,2006,1763
Missouri,2010,1754
Missouri,2008,1750
Missouri,1991,1741
Missouri,2004,1736
Missouri,2011,1734
Missouri,2001,1723
Missouri,2007,1723
Missouri,1992,1700
Missouri,2009,1663
Missouri,2012,1644
Missouri,1983,1643
Missouri,2000,1608
Missouri,1999,1594
Missouri,1985,1585
Missouri,2013,1529
Missouri,1982,1509
Missouri,1981,1412
Missouri,2014,1409
Missouri,1980,1327
Missouri,2015,1326
Missouri,2016,1308
Missouri,1910,1290
Missouri,2017,1285
Missouri,2018,1213
Missouri,1979,1211
Missouri,1914,1168
Missouri,1978,1100
Missouri,1912,1085
Missouri,1976,1064
Missouri,1911,1053
Missouri,1977,1049
Missouri,1913,1019
Missouri,1903,1013
Missouri,1908,995
Missouri,1909,989
Missouri,1904,967
Missouri,1906,958
Missouri,1894,946
Missouri,1907,929
Missouri,1902,903
Missouri,1975,903
Missouri,1898,896
Missouri,1895,895
Missouri,1897,887
Missouri,1905,887
Missouri,1891,872
Missouri,1973,871
Missouri,1899,863
Missouri,1974,853
Missouri,1901,845
Missouri,1900,836
Missouri,1896,804
Missouri,1893,795
Missouri,1892,767
Missouri,1886,758
Missouri,1885,754
Missouri,1888,745
Missouri,1972,734
Missouri,1889,724
Missouri,1887,714
Missouri,1915,696
Missouri,1890,685
Missouri,1971,670
Missouri,1883,655
Missouri,2019,633
Missouri,1968,629
Missouri,1970,614
Missouri,1967,611
Missouri,1954,608
Missouri,1955,583
Missouri,1969,575
Missouri,1884,571
Missouri,1876,563
Missouri,1965,547
Missouri,1964,546
Missouri,1962,544
Missouri,1956,543
Missouri,1966,537
Missouri,1959,522
Missouri,1920,517
Missouri,1957,515
Missouri,1932,511
Missouri,1874,511
Missouri,1928,511
Missouri,1963,502
Missouri,1958,494
Missouri,1960,494
Missouri,1922,487
Missouri,1926,485
Missouri,1930,483
Missouri,1931,482
Missouri,1961,482
Missouri,1927,479
Missouri,1873,467
Missouri,1877,463
Missouri,1923,451
Missouri,1925,451
Missouri,1921,447
Missouri,1879,436
Missouri,1933,435
Missouri,1880,431
Missouri,1936,430
Missouri,1929,423
Missouri,1881,419
Missouri,1916,411
Missouri,1882,409
Missouri,1878,406
Missouri,1941,406
Missouri,1924,400
Missouri,1872,396
Missouri,1875,395
Missouri,1917,390
Missouri,1934,388
Missouri,1919,382
Missouri,1935,378
Missouri,1939,378
Missouri,1918,368
Missouri,1938,362
Missouri,1937,350
Missouri,1870,330
Missouri,1871,327
Missouri,1940,319
Missouri,1855,302
Missouri,1943,299
Missouri,1942,296
Missouri,1866,292
Missouri,1860,278
Missouri,1858,274
Missouri,1947,270
Missouri,1869,267
Missouri,1944,264
Missouri,1862,263
Missouri,1867,257
Missouri,1853,255
Missouri,1950,251
Missouri,1949,250
Missouri,1852,249
Missouri,1857,247
Missouri,1948,245
Missouri,1945,243
Missouri,1856,215
Missouri,1951,215
Missouri,1859,214
Missouri,1847,204
Missouri,1946,202
Missouri,1865,180
Missouri,1851,177
Missouri,1854,174
Missouri,1863,164
Missouri,1848,159
Missouri,1864,156
Missouri,1850,153
Missouri,1953,144
Missouri,1845,139
Missouri,1952,127
Missouri,1846,125
Missouri,1868,122
Missouri,1842,119
Missouri,1844,104
Missouri,1838,90
Missouri,1843,89
Missouri,1840,89
Missouri,1834,85
Missouri,1849,80
Missouri,1841,78
Missouri,1835,66
Missouri,1823,66
Missouri,1822,60
Missouri,1839,60
Missouri,1826,58
Missouri,1837,55
Missouri,1836,52
Missouri,1825,49
Missouri,1827,46
Missouri,1821,43
Missouri,1861,39
Missouri,1833,35
Missouri,1828,33
Missouri,1824,33
Missouri,1831,31
Missouri,1830,27
Missouri,1829,24
Missouri,1832,21
Nebraska,1898,668
Nebraska,1894,604
Nebraska,1896,563
Nebraska,1897,552
Nebraska,1895,516
Nebraska,1902,485
Nebraska,1988,478
Nebraska,1989,463
Nebraska,1983,460
Nebraska,1982,450
Nebraska,1984,444
Nebraska,1906,439
Nebraska,1985,433
Nebraska,1909,421
Nebraska,1907,419
Nebraska,1903,416
Nebraska,1979,406
Nebraska,1993,406
Nebraska,1899,405
Nebraska,1986,399
Nebraska,1901,394
Nebraska,1892,393
Nebraska,1911,383
Nebraska,1914,382
Nebraska,1998,382
Nebraska,1893,382
Nebraska,1908,381
Nebraska,1987,378
Nebraska,1905,370
Nebraska,1977,370
Nebraska,1913,369
Nebraska,1889,366
Nebraska,1975,362
Nebraska,1991,360
Nebraska,1992,354
Nebraska,1910,352
Nebraska,1981,351
Nebraska,1888,350
Nebraska,1997,347
Nebraska,1990,346
Nebraska,2000,344
Nebraska,1891,344
Nebraska,1994,342
Nebraska,1934,341
Nebraska,1922,341
Nebraska,1915,341
Nebraska,1980,340
Nebraska,1932,338
Nebraska,1976,337
Nebraska,1995,327
Nebraska,1972,325
Nebraska,1974,322
Nebraska,1923,319
Nebraska,1931,318
Nebraska,1996,315
Nebraska,1999,314
Nebraska,1912,313
Nebraska,1936,313
Nebraska,1890,306
Nebraska,1978,303
Nebraska,1904,301
Nebraska,1973,299
Nebraska,1930,294
Nebraska,1933,288
Nebraska,1935,286
Nebraska,2002,283
Nebraska,1921,281
Nebraska,1937,279
Nebraska,1924,274
Nebraska,1971,270
Nebraska,1886,270
Nebraska,2001,269
Nebraska,2005,269
Nebraska,1884,266
Nebraska,1920,261
Nebraska,2004,260
Nebraska,1938,256
Nebraska,1941,255
Nebraska,2003,252
Nebraska,2006,251
Nebraska,1882,251
Nebraska,2018,250
Nebraska,1900,243
Nebraska,1916,241
Nebraska,1969,235
Nebraska,1885,234
Nebraska,2007,233
Nebraska,1966,226
Nebraska,1942,224
Nebraska,1939,224
Nebraska,1883,221
Nebraska,1967,217
Nebraska,1929,215
Nebraska,1970,213
Nebraska,1919,210
Nebraska,1925,209
Nebraska,1940,206
Nebraska,1968,204
Nebraska,1928,201
Nebraska,1917,199
Nebraska,1964,198
Nebraska,1965,197
Nebraska,1918,191
Nebraska,1881,188
Nebraska,1957,187
Nebraska,1927,183
Nebraska,1955,182
Nebraska,1887,182
Nebraska,2019,181
Nebraska,1951,174
Nebraska,1962,174
Nebraska,1958,166
Nebraska,1948,166
Nebraska,1880,166
Nebraska,1963,166
Nebraska,1949,161
Nebraska,1960,161
Nebraska,1944,160
Nebraska,1959,159
Nebraska,1954,159
Nebraska,1943,158
Nebraska,1961,154
Nebraska,1956,151
Nebraska,1879,149
Nebraska,1947,146
Nebraska,1953,146
Nebraska,1950,145
Nebraska,1926,141
Nebraska,1952,138
Nebraska,1877,134
Nebraska,1945,130
Nebraska,1946,129
Nebraska,1878,112
Nebraska,1876,107
Nebraska,1871,69
Nebraska,1873,57
Nebraska,1874,30
Nebraska,1875,25
Nebraska,2008,18
Nebraska,1872,6
New Jersey,1988,2074
New Jersey,1987,1971
New Jersey,1989,1958
New Jersey,1986,1945
New Jersey,1990,1839
New Jersey,1985,1730
New Jersey,2017,1714
New Jersey,1984,1713
New Jersey,1983,1611
New Jersey,1979,1584
New Jersey,1976,1583
New Jersey,1978,1579
New Jersey,1982,1547
New Jersey,1981,1531
New Jersey,1977,1500
New Jersey,1980,1467
New Jersey,1975,1329
New Jersey,1974,1236
New Jersey,2018,1198
New Jersey,1973,1180
New Jersey,1971,1121
New Jersey,1933,1095
New Jersey,2019,1076
New Jersey,1928,1068
New Jersey,1931,1036
New Jersey,2016,1036
New Jersey,1929,1027
New Jersey,1932,1021
New Jersey,1927,1004
New Jersey,1925,1001
New Jersey,1997,986
New Jersey,1972,980
New Jersey,1926,977
New Jersey,1924,939
New Jersey,1999,929
New Jersey,2002,926
New Jersey,1930,910
New Jersey,1996,895
New Jersey,1998,895
New Jersey,2001,887
New Jersey,2000,885
New Jersey,1970,873
New Jersey,1934,863
New Jersey,1992,843
New Jersey,1995,841
New Jersey,1969,840
New Jersey,1993,833
New Jersey,1994,827
New Jersey,1952,820
New Jersey,1968,811
New Jersey,1991,805
New Jersey,1936,804
New Jersey,2005,804
New Jersey,1951,798
New Jersey,1935,798
New Jersey,1949,796
New Jersey,2003,763
New Jersey,2006,745
New Jersey,1940,741
New Jersey,1938,738
New Jersey,1923,736
New Jersey,2004,730
New Jersey,1948,729
New Jersey,1967,719
New Jersey,1939,712
New Jersey,1941,710
New Jersey,2007,707
New Jersey,1966,706
New Jersey,1950,699
New Jersey,1953,681
New Jersey,1937,678
New Jersey,1961,658
New Jersey,1954,655
New Jersey,2008,648
New Jersey,1962,642
New Jersey,1955,631
New Jersey,1942,625
New Jersey,1960,598
New Jersey,1943,578
New Jersey,2009,575
New Jersey,1959,574
New Jersey,1957,571
New Jersey,1907,565
New Jersey,1956,562
New Jersey,1947,560
New Jersey,2011,557
New Jersey,1958,556
New Jersey,1964,544
New Jersey,1963,539
New Jersey,2010,538
New Jersey,1909,525
New Jersey,1914,518
New Jersey,2014,515
New Jersey,2015,514
New Jersey,1908,511
New Jersey,1904,511
New Jersey,1946,509
New Jersey,1915,507
New Jersey,1965,503
New Jersey,1917,503
New Jersey,1913,502
New Jersey,2013,501
New Jersey,2012,497
New Jersey,1916,496
New Jersey,1944,492
New Jersey,1910,478
New Jersey,1912,477
New Jersey,1901,476
New Jersey,1945,462
New Jersey,1911,459
New Jersey,1905,458
New Jersey,1906,456
New Jersey,1900,442
New Jersey,1903,442
New Jersey,1902,438
New Jersey,1918,429
New Jersey,1899,405
New Jersey,1922,383
New Jersey,1921,371
New Jersey,1919,367
New Jersey,1920,365
New Jersey,1880,360
New Jersey,1898,357
New Jersey,1886,342
New Jersey,1896,340
New Jersey,1897,332
New Jersey,1878,322
New Jersey,1884,319
New Jersey,1881,319
New Jersey,1879,318
New Jersey,1887,307
New Jersey,1883,307
New Jersey,1882,301
New Jersey,1885,293
New Jersey,1895,282
New Jersey,1889,280
New Jersey,1893,275
New Jersey,1892,272
New Jersey,1875,262
New Jersey,1894,258
New Jersey,1890,257
New Jersey,1877,252
New Jersey,1888,247
New Jersey,1891,236
New Jersey,1876,224
New Jersey,1874,219
New Jersey,1873,182
New Jersey,1869,157
New Jersey,1862,152
New Jersey,1872,141
New Jersey,1871,140
New Jersey,1868,139
New Jersey,1863,136
New Jersey,1854,126
New Jersey,1867,125
New Jersey,1861,117
New Jersey,1870,112
New Jersey,1856,108
New Jersey,1855,104
New Jersey,1860,104
New Jersey,1847,102
New Jersey,1837,102
New Jersey,1864,101
New Jersey,1810,100
New Jersey,1838,98
New Jersey,1831,97
New Jersey,1858,95
New Jersey,1852,95
New Jersey,1830,94
New Jersey,1853,89
New Jersey,1818,88
New Jersey,1811,88
New Jersey,1835,87
New Jersey,1857,86
New Jersey,1848,85
New Jersey,1836,83
New Jersey,1840,83
New Jersey,1846,83
New Jersey,1845,83
New Jersey,1827,83
New Jersey,1865,83
New Jersey,1859,82
New Jersey,1866,82
New Jersey,1807,80
New Jersey,1849,80
New Jersey,1819,80
New Jersey,1834,77
New Jersey,1806,75
New Jersey,1839,73
New Jersey,1842,70
New Jersey,1809,69
New Jersey,1812,68
New Jersey,1829,68
New Jersey,1850,67
New Jersey,1832,67
New Jersey,1808,66
New Jersey,1828,66
New Jersey,1841,65
New Jersey,1822,61
New Jersey,1833,60
New Jersey,1813,60
New Jersey,1843,55
New Jersey,1851,54
New Jersey,1820,50
New Jersey,1824,49
New Jersey,1825,49
New Jersey,1826,49
New Jersey,1795,48
New Jersey,1791,47
New Jersey,1790,42
New Jersey,1793,41
New Jersey,1823,40
New Jersey,1794,38
New Jersey,1844,30
New Jersey,1817,24
New Jersey,1797,18
New Jersey,1792,17
New Jersey,1816,16
New Jersey,1798,13
New Jersey,1796,11
New Jersey,1800,10
New Jersey,1782,6
New Jersey,1799,6
New Jersey,1789,5
New Jersey,1785,4
New Jersey,1802,3
New Jersey,1787,2
New Jersey,1821,2
New Jersey,1805,2
New Jersey,1803,2
New Jersey,1801,2
New Jersey,1783,2
New Jersey,1784,1
New Jersey,1786,1
New Jersey,1775,1
New Jersey,1788,1
Nevada,1975,261
Nevada,1980,256
Nevada,1976,250
Nevada,1979,234
Nevada,1978,229
Nevada,1977,223
Nevada,1970,219
Nevada,1981,205
Nevada,1973,199
Nevada,1972,189
Nevada,1995,186
Nevada,1993,183
Nevada,1982,182
Nevada,1983,182
Nevada,1996,180
Nevada,1969,178
Nevada,1994,176
Nevada,1992,175
Nevada,1989,168
Nevada,1985,167
Nevada,1971,165
Nevada,1991,163
Nevada,1990,161
Nevada,1998,156
Nevada,1997,156
Nevada,2018,155
Nevada,1987,150
Nevada,1968,149
Nevada,1984,148
Nevada,1986,146
Nevada,1974,145
Nevada,1988,134
Nevada,2000,126
